,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,is_residential
41,5598,20402_29.2743034_-94.8377192_0_77.22.jpg,vCvl2FUOVE28Tg4eyDlrZA,0.150616442,0.392554418,29.2743034,-94.8377192,29.27432172,-94.8376115,"[2020, 3]",11,Y,134.1390076,1443.860261,0.150616442,0.494148432,11,Y,12.00585157,10.50585157,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36826.88551,51048.1233,63249.26763,58338.46215,58538.7637,Y
42,10700,5430_29.3039558_-94.777488_0_357.64.jpg,On7Uuw6znzfAfDFe6eFB6g,0.160425972,0.777098279,29.3039558,-94.777488,29.30431482,-94.7775109,"[2019, 1]",11,Y,225.272995,2424.818337,0.160425972,0.526331929,11,Y,11.97366807,10.47366807,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,61769.01746,85622.02249,106086.7641,97849.96579,98185.92769,Y
43,5280,19893_29.2769391_-94.8301977_0_125.82.jpg,e4-5dfOwneNAMfteMWbcqQ,0.167657702,0.2868574,29.2769391,-94.8301977,29.27679116,-94.83001436,"[2020, 3]",11,Y,72.4832993,780.2037404,0.167657702,0.550058077,11,Y,11.94994192,10.44994192,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,19856.13988,27523.87727,34102.43055,31454.64649,31562.6441,Y
44,8271,26090_29.1808364_-94.9762842_0_116.01.jpg,WJGjSUjh-vQqCB-fc14BaA,0.167896272,0.793015185,29.1808364,-94.9762842,29.18046823,-94.97530035,"[2021, 3]",17,Y,161.5279999,1738.672921,0.167896272,0.550840787,17,Y,17.94915921,16.44915921,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,54679.8015,75795.20262,93911.21056,86619.74767,86917.1513,Y
46,8,10030_29.3088661_-94.7806172_0_132.17.jpg,pw4ph3r1aOH_udPPrtmtcw,0.170753806,0.620455951,29.3088661,-94.7806172,29.3086483,-94.78044224,"[2019, 9]",12,Y,122.5650024,1319.278706,0.170753806,0.560215899,12,Y,12.9397841,11.4397841,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34881.44416,48351.42146,59908.02009,55256.63606,55446.35635,Y
47,10210,4711_29.3088661_-94.7806172_0_132.17.jpg,pw4ph3r1aOH_udPPrtmtcw,0.170753806,0.620455951,29.30886613,-94.78061725,29.30864833,-94.78044229,"[2019, 9]",12,Y,122.5650024,1319.278706,0.170753806,0.560215899,12,Y,12.9397841,11.4397841,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,34881.44416,48351.42146,59908.02009,55256.63606,55446.35635,Y
49,3355,16157_29.2873575_-94.8184125_0_194.51.jpg,hW6g-J2RBsmuM0Krpd8BBA,0.178536097,0.778840397,29.28735749,-94.81841249,29.28701403,-94.81853561,"[2017, 9]",11,Y,154.8150024,1666.414817,0.178536097,0.58574835,11,Y,11.91425165,10.41425165,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,42350.68551,58705.01906,72736.25791,67088.86265,67319.20818,Y
50,12570,865_29.2873575_-94.8184125_0_194.51.jpg,hW6g-J2RBsmuM0Krpd8BBA,0.178536097,0.778840397,29.2873575,-94.8184125,29.28701404,-94.81853562,"[2017, 9]",11,Y,154.8150024,1666.414817,0.178536097,0.58574835,11,Y,11.91425165,10.41425165,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,42350.68551,58705.01906,72736.25791,67088.86265,67319.20818,Y
51,1824,13416_29.2941152_-94.8107177_0_344.16.jpg,0yQvth57w70wF97utgHHtw,0.184198349,0.688677877,29.2941152,-94.8107177,29.29423304,-94.81078161,"[2017, 5]",11,Y,166.8930054,1796.421359,0.184198349,0.604325292,11,Y,11.89567471,10.39567471,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,45621.33248,63238.67395,78353.51341,72269.98269,72518.11727,Y
52,2581,14791_29.2909565_-94.7903152_0_177.35.jpg,rSpgpSRqHVitWLk69zRt9A,0.194973646,0.877087161,29.2909565,-94.7903152,29.29075192,-94.79029811,"[2017, 5]",10,Y,140.1759949,1508.841852,0.194973646,0.639677316,10,Y,10.86032268,9.360322684,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,36755.87439,50949.6902,63127.30778,58225.97152,58425.88684,Y
53,10088,4435_29.3191833_-94.7706996_0_327.97.jpg,ntiC4eKBHlUHCsObqPv-EA,0.202694999,0.852024302,29.3191833,-94.7706996,29.3193994,-94.77087013,"[2021, 4]",11,Y,152.1119995,1637.319936,0.202694999,0.665009839,11,Y,11.83499016,10.33499016,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,41481.48447,57500.16338,71243.42655,65711.93784,65937.55578,Y
56,5520,20340_29.2745496_-94.8378613_0_34.40.jpg,ew0t2ObpYSfDTQ1NpyWInQ,0.220111814,0.383355489,29.2745496,-94.8378613,29.27470521,-94.83774735,"[2020, 3]",11,Y,155.7460022,1676.436015,0.220111814,0.722151621,11,Y,11.77784838,10.27784838,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,42376.69542,58741.07307,72780.92928,67130.06564,67360.55263,Y
59,10205,4659_29.3103055_-94.7842992_0_282.41.jpg,avmz__pDz9giwpVNi0TpqQ,0.23040977,0.459554943,29.3103055,-94.7842992,29.3103319,-94.78441235,"[2021, 3]",12,Y,73.5951996,792.1721356,0.23040977,0.755937566,12,Y,12.74406243,11.24406243,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,20789.81499,28818.1046,35705.99452,32933.70639,33046.78227,Y
60,4213,17923_29.2818546_-94.8687731_0_257.88.jpg,VTcIJZAjGeWKqJTaMFKqFA,0.231802692,0.381635208,29.2818546,-94.8687731,29.2818228,-94.86890201,"[2020, 2]",12,Y,208.2570038,2241.659733,0.231802692,0.76050752,12,Y,12.73949248,11.23949248,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,58820.0137,81534.21801,101021.9229,93178.36942,93498.29168,Y
61,6093,21812_29.2628582_-94.8676226_0_78.95.jpg,yvQQsX_SWqQz_scqiEFTTA,0.23298942,0.682672865,29.2628582,-94.8676226,29.26293214,-94.86735927,"[2021, 3]",11,Y,219.9649963,2367.683515,0.23298942,0.764400984,11,Y,11.73559902,10.23559902,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,59749.91178,82823.20977,102618.9999,94651.44605,94976.42602,Y
62,8453,27021_29.1461965_-95.0443121_0_292.77.jpg,qmV22Jwu7EhAl0lN46bwJg,0.235711634,0.359825966,29.1461965,-95.0443121,29.14628364,-95.04454997,"[2016, 10]",12,Y,245.3249969,2640.65629,0.235711634,0.773332133,12,Y,12.72666787,11.22666787,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,69255.61546,95999.67926,118944.8116,109709.6875,110086.369,Y
63,4061,17684_29.28295_-94.8207591_0_358.43.jpg,g2jNMnbNyQneGADkXu1KOw,0.237882584,0.823492468,29.28294996,-94.8207591,29.28323685,-94.8206972,"[2021, 4]",10,Y,155.6040039,1674.907558,0.237882584,0.780454672,10,Y,10.71954533,9.219545328,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,40565.49953,56230.45754,69670.24501,64260.90141,64481.5373,Y
64,4909,19186_29.2788399_-94.8376807_0_94.70.jpg,0YscU7KynnPjucYJK8-b-g,0.244187477,0.324039923,29.2788399,-94.8376807,29.27885485,-94.83752985,"[2019, 10]",11,Y,130.2850037,1402.376108,0.244187477,0.801140016,11,Y,11.69885998,10.19885998,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,35338.2792,48984.67,60692.62301,55980.32077,56172.52579,Y
65,8996,2837_29.2604746_-94.8450063_0_64.37.jpg,2oE9fOhk5KixKkxbj9XaEA,0.252677882,0.745927725,29.2604746,-94.8450063,29.26053503,-94.84473756,"[2021, 4]",10,Y,292.5820007,3149.326445,0.252677882,0.828995676,10,Y,10.67100432,9.171004324,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,76122.38312,105518.1492,130738.3157,120587.5193,121001.5492,Y
67,5906,21055_29.2697338_-94.8399536_0_320.16.jpg,MYcwZHhro61yrX3H-Pao5g,0.273343887,0.658093261,29.2697338,-94.8399536,29.26990986,-94.84013389,"[2020, 3]",10,Y,179.8619995,1936.01845,0.273343887,0.89679753,10,Y,10.60320247,9.10320247,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,46664.24469,64684.32189,80144.68941,73922.08803,74175.89502,Y
68,7062,2399_29.2697338_-94.8399536_0_320.16.jpg,MYcwZHhro61yrX3H-Pao5g,0.273343887,0.658093261,29.26973378,-94.83995356,29.26990984,-94.84013385,"[2020, 3]",10,Y,179.8619995,1936.01845,0.273343887,0.89679753,10,Y,10.60320247,9.10320247,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,46664.24469,64684.32189,80144.68941,73922.08803,74175.89502,Y
69,5471,20234_29.2751416_-94.8272258_0_304.81.jpg,eqJhBBmaco079RATB6GfXA,0.276194207,0.447516979,29.2751416,-94.8272258,29.27523007,-94.82748119,"[2020, 3]",11,Y,165.7810059,1784.451896,0.276194207,0.906148973,11,Y,11.59385103,10.09385103,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44778.77005,62070.74378,76906.43322,70935.25683,71178.80871,Y
70,1872,13505_29.2939843_-94.8061923_0_43.17.jpg,dlHF87xypeG7_gD9NDWz2g,0.277577354,0.710146261,29.2939843,-94.8061923,29.2942131,-94.80599997,"[2017, 5]",11,Y,183.3880005,1973.972009,0.277577354,0.910686857,11,Y,11.58931314,10.08931314,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49525.60187,68650.63378,85058.9998,78454.84108,78724.21099,Y
72,5663,20572_29.2732512_-94.8420789_0_227.62.jpg,zMR86HeoOlCqEchdKRoFrQ,0.287269809,0.33120155,29.27325118,-94.84207887,29.27312177,-94.84229056,"[2019, 9]",11,Y,150.9149933,1624.435468,0.287269809,0.94248625,11,Y,11.55751375,10.05751375,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,40704.31409,56422.87735,69908.65559,64480.80129,64702.19219,Y
74,10730,5460_29.3039826_-94.7993512_0_193.34.jpg,GF1kuc8N3iChYY62uxsVOA,0.294194851,0.405267886,29.3039826,-94.7993512,29.30383913,-94.79936626,"[2019, 10]",12,Y,293.269989,3156.73189,0.294194851,0.965206204,12,Y,12.5347938,11.0347938,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82184.86381,113921.745,141150.4767,130191.2584,130638.2621,Y
75,8774,27810_29.1404389_-95.0415909_0_353.16.jpg,oF5eiQ-qmWMu9shB5YbWeg,0.294380741,0.755686795,29.1404389,-95.0415909,29.14078319,-95.04166862,"[2021, 4]",15,Y,182.4019928,1963.35871,0.294380741,0.965816079,15,Y,15.53418392,14.03418392,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,57004.5179,79017.64208,97903.85363,90302.39359,90612.44135,Y
76,5705,20653_29.2725566_-94.8417147_0_61.88.jpg,nkPsN2Xp2g2DOnPUFd9tTQ,0.298192295,0.351275288,29.2725566,-94.8417147,29.2726348,-94.84156387,"[2019, 9]",11,Y,138.927002,1495.397804,0.298192295,0.978321178,11,Y,11.52167882,10.02167882,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,37417.36356,51866.62305,64263.39913,59273.85435,59477.36752,Y
77,5773,20784_29.2714431_-94.8770206_0_216.08.jpg,kVkDlb1BfjUX1SElVmGYwg,0.308026812,0.319912341,29.2714431,-94.8770206,29.27115049,-94.87724035,"[2020, 2]",13,Y,145.3899994,1564.964929,0.308026812,1.010586654,13,Y,13.48941335,11.98941335,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,42237.48534,58548.105,72541.83941,66909.53921,67139.26904,Y
78,5481,20259_29.2750235_-94.8275134_0_4.66.jpg,klNhA6WJrBlFcJTLSlLiYw,0.316670854,0.416825793,29.2750235,-94.8275134,29.27526007,-94.82744314,"[2020, 3]",11,Y,165.7810059,1784.451896,0.316670854,1.038946371,11,Y,11.46105363,9.961053629,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44541.79948,61742.26358,76499.44211,70559.86536,70802.12836,Y
81,6176,2195_29.2742661_-94.8268889_0_358.87.jpg,4GNQFrKPunM65NNhpseXvQ,0.326096702,0.571219094,29.2742661,-94.8268889,29.27446649,-94.82688926,"[2020, 3]",11,Y,281.0100098,3024.766572,0.326096702,1.06987107,11,Y,11.43012893,9.93012893,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,75407.82062,104527.648,129511.0722,119455.5616,119865.705,Y
86,9442,3005_29.2552717_-94.8708254_0_184.69.jpg,WVAgxtXn7q5mj8noHUUffw,0.338028596,0.325447795,29.2552717,-94.8708254,29.25510366,-94.8708667,"[2020, 2]",10,Y,157.5169983,1695.498859,0.338028596,1.109017703,10,Y,10.3909823,8.890982297,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,40507.13322,56149.55222,69570.00231,64168.44176,64388.7602,Y
87,5903,2104_29.2755991_-94.8353191_0_258.99.jpg,KHZOzuq3FelsbBkw-VVwdg,0.340436274,0.380167093,29.27559906,-94.83531906,29.27556047,-94.83552527,"[2017, 5]",11,Y,206.9960022,2228.086424,0.340436274,1.116916909,11,Y,11.38308309,9.883083091,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,55441.65963,76851.26335,95219.6831,87826.62767,88128.17505,Y
88,10646,5351_29.3044523_-94.7866149_0_357.96.jpg,42_5U8x-ufMxKKJnRiFwXw,0.340630179,0.529087727,29.3044523,-94.7866149,29.3047527,-94.7865525,"[2019, 10]",12,Y,187.845993,2021.957441,0.340630179,1.117553081,12,Y,12.38244692,10.88244692,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52333.20613,72542.4353,89880.99089,82902.44269,83187.08317,Y
89,6616,22941_29.244824_-94.8766775_0_185.59.jpg,urJXKeL_N1hPBK4Esb-veA,0.342406205,0.608811385,29.244824,-94.8766775,29.24435784,-94.87683291,"[2020, 2]",14,Y,336.4089966,3621.076303,0.342406205,1.123379938,14,Y,14.37662006,12.87662006,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,100943.3683,139924.119,173367.7456,159907.1111,160456.1424,Y
90,5545,20383_29.2742629_-94.8340801_0_319.73.jpg,UkyCNA9XoDwvJ5RMaV7BFw,0.343835088,0.613015199,29.2742629,-94.8340801,29.27453646,-94.8342907,"[2021, 4]",11,Y,104.9599991,1129.780028,0.343835088,1.128067874,11,Y,11.37193213,9.871932126,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,28099.81217,38950.96358,48260.73439,44513.66999,44666.50497,Y
91,8274,26115_29.1797512_-94.9781539_0_116.44.jpg,hcqb7-Xi8qnULS-doPZt0A,0.345816758,0.790217318,29.1797512,-94.9781539,29.17950536,-94.97741419,"[2021, 3]",17,Y,184.947998,1990.763682,0.345816758,1.134569416,17,Y,17.36543058,15.86543058,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,61445.77824,85173.95975,105531.6087,97337.91383,97672.11763,Y
93,1113,12281_29.2985856_-94.790006_0_352.38.jpg,Coh8qrVVDJGOtwTAHZ7Ipw,0.354744062,0.741946573,29.2985856,-94.790006,29.29885282,-94.7900795,"[2019, 8]",11,Y,205.1309967,2208.011672,0.354744062,1.163858471,11,Y,11.33614153,9.836141529,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,54838.49039,76015.17153,94183.7548,86871.13101,87169.39775,Y
94,5991,21627_29.2651283_-94.8772697_0_326.10.jpg,-KN1gzGfCHiwC-6v5O52yw,0.356120967,0.307103093,29.2651283,-94.8772697,29.26522407,-94.8773395,"[2020, 2]",14,Y,123.5979996,1330.397795,0.356120967,1.168375876,14,Y,14.33162412,12.83162412,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,37027.13138,51325.69702,63593.18497,58655.67703,58857.06772,Y
95,3328,16104_29.2867284_-94.8405709_0_63.84.jpg,6t6FE8krjPeThcB2agC5ZA,0.35665343,0.264380792,29.2867284,-94.8405709,29.28684032,-94.84038834,"[2019, 8]",12,Y,158.0240021,1700.956202,0.35665343,1.170122802,12,Y,12.3298772,10.8298772,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,43935.48982,60901.81862,75458.12023,69599.39389,69838.35917,Y
