,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,is_residential
9011,10207,4708_29.3088728_-94.7842272_0_177.57.jpg,vMP6fJTsmOZlUysClnupdQ,1.347127308,0.45351327,29.3088728,-94.7842272,29.30874071,-94.7842471,"[2013, 6]",12,Y,370.3919983,3986.866289,1.347127308,4.419709016,12,Y,9.080290984,7.580290984,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,90024.60092,130015.9009,131732.0072,148583.87,149094.0236,Y
11357,6743,23290_29.2320582_-94.8905522_0_207.50.jpg,MwBUQMG_8FkLoeLs1g_IyA,2.069839761,0.632614511,29.2320582,-94.8905522,29.23177383,-94.89074972,"[2013, 7]",16,Y,344.07901,3703.63564,2.069839761,6.790812864,16,Y,10.70918714,9.209187136,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,89662.00829,129492.2351,131201.4294,147985.4178,148493.5167,Y
7339,1682,1319_29.282831_-94.8260477_0_251.46.jpg,KNgmimOz1z2l9aLzEEMqIA,0.73819193,0.582419283,29.282831,-94.8260477,29.28271653,-94.82625453,"[2013, 6]",11,Y,352.7969971,3797.475272,0.73819193,2.421889534,11,Y,10.07811047,8.578110466,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,89537.29146,129312.1157,131018.9326,147779.5751,148286.9673,Y
11576,7287,24393_29.2054614_-94.9321576_0_61.12.jpg,E9wyKs8M3ZV8_l9HrCAy-A,1.936667547,0.608113281,29.2054614,-94.9321576,29.20557827,-94.93190876,"[2013, 7]",17,Y,323.7860107,3485.203613,1.936667547,6.353896152,17,Y,12.14610385,10.64610385,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,89381.8938,129087.6864,130791.5409,147523.0943,148029.6058,Y
11564,6748,23310_29.2313156_-94.89008_0_160.79.jpg,fLQUrMtKvRtm-a7SPI_rtQ,2.107279857,0.641827539,29.2313156,-94.89008,29.23117903,-94.89004821,"[2013, 7]",17,Y,328.9779968,3541.089687,2.107279857,6.913647825,17,Y,11.58635218,10.08635218,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,88833.02296,128294.9926,129988.3843,146617.1935,147120.5947,Y
10117,6816,23454_29.2251542_-94.9208157_0_224.05.jpg,8vcffJgJQKpqNVbgyyPa4g,1.425145891,0.7754914,29.22515417,-94.92081573,29.22499797,-94.92100264,"[2013, 7]",13,Y,350.4079895,3771.760208,1.425145891,4.675675495,13,Y,9.824324505,8.324324505,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,87973.75905,127054.021,128731.0328,145198.995,145697.5269,Y
9125,5985,21615_29.2653904_-94.8690079_0_63.96.jpg,PWdsNNNIb06q8YI6AQJgAw,1.209620919,0.598716507,29.2653904,-94.8690079,29.26551385,-94.86876533,"[2021, 3]",12,Y,352.3429871,3792.588349,1.209620919,3.968572569,12,Y,9.531427431,8.031427431,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,87348.72334,126151.328,127816.425,144167.3856,144662.3755,Y
7389,7718,25058_29.1964103_-94.9874003_0_327.59.jpg,FF5dI2wpY8zdd_30VWT6iw,0.664520143,0.381981117,29.19641028,-94.98740034,29.19668927,-94.98751282,"[2013, 7]",11,Y,340.0190125,3659.934191,0.664520143,2.180184196,11,Y,10.3198158,8.819815804,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,87178.95827,125906.1488,127568.0096,143887.1916,144381.2195,Y
7388,10050,4386_29.323373_-94.7733582_0_129.52.jpg,gYTTTV9P-7UzcdOjgGAg6Q,0.67149916,0.742734388,29.323373,-94.7733582,29.32319344,-94.77318363,"[2019, 9]",11,Y,340.3269958,3663.249295,0.67149916,2.203081234,11,Y,10.29691877,8.796918766,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,87174.0459,125899.0542,127560.8214,143879.0838,144373.0839,Y
7464,10009,4304_29.1964103_-94.9874003_0_192.59.jpg,FF5dI2wpY8zdd_30VWT6iw,0.468638119,0.381981117,29.1964103,-94.9874003,29.19615296,-94.98745949,"[2013, 7]",11,Y,330.5849915,3558.387234,0.468638119,1.537526637,11,Y,10.96247336,9.462473363,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,87046.95292,125715.5032,127374.8476,143669.3193,144162.5992,Y
10211,9646,3467_29.2197479_-94.9429433_0_48.33.jpg,i2c0_5s8ZFQal5MgX9-03g,0.937311938,0.438949915,29.2197479,-94.9429433,29.21987042,-94.94279326,"[2013, 7]",13,Y,324.2070007,3489.735112,0.937311938,3.0751704,13,Y,11.4248296,9.9248296,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,86981.05301,125620.3288,127278.417,143560.5528,144053.4592,Y
10212,9647,3468_29.2197479_-94.9429433_0_48.33.jpg,i2c0_5s8ZFQal5MgX9-03g,0.937311938,0.438949915,29.2197479,-94.94294326,29.21987042,-94.94279322,"[2013, 7]",13,Y,324.2070007,3489.735112,0.937311938,3.0751704,13,Y,11.4248296,9.9248296,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,86981.05301,125620.3288,127278.417,143560.5528,144053.4592,Y
8887,2138,13947_29.2925428_-94.8193788_0_284.25.jpg,mtfsp_lwpBEhMFcqJVAH9Q,1.494692319,0.629162832,29.2925428,-94.8193788,29.29259612,-94.8196047,"[2020, 3]",12,Y,363.3420105,3910.980852,1.494692319,4.903846191,12,Y,8.596153809,7.096153809,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,86417.63444,124806.6249,126453.9728,142630.6413,143120.3549,Y
11398,147,10280_29.3199159_-94.7517766_0_267.07.jpg,qrVBGO0zrRKHsb58PAGKBw,1.576119794,0.558295392,29.3199159,-94.7517766,29.31993159,-94.75205519,"[2021, 3]",16,Y,310.5409851,3342.635344,1.576119794,5.170996699,16,Y,12.3290033,10.8290033,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,86336.93934,124690.0829,126335.8926,142497.4556,142986.7119,Y
6658,916,11969_29.3007041_-94.7835037_0_223.53.jpg,46-nMdgkN1bgdLDttFBqFA,1.243610835,0.770043259,29.30070406,-94.78350366,29.30056323,-94.78363856,"[2019, 1]",11,Y,365.1430054,3930.366599,1.243610835,4.080088041,11,Y,8.419911959,6.919911959,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,86153.28982,124424.8514,126067.1603,142194.3456,142682.5612,Y
10586,6494,22622_29.2568334_-94.8751152_0_245.13.jpg,0NuyJfcoGqdr2Cqobhm5RQ,2.189084545,0.345715889,29.2568334,-94.8751152,29.25674144,-94.8753638,"[2020, 2]",14,Y,365.8670044,3938.15966,2.189084545,7.182035909,14,Y,8.317964091,6.817964091,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85922.62604,124091.7207,125729.6325,141813.6394,142300.5479,Y
6840,2528,14692_29.2909566_-94.8192299_0_178.46.jpg,0fc0urtrt_c2l6mx-9lKww,1.161525309,0.618514645,29.29095658,-94.8192299,29.29082616,-94.81919324,"[2020, 3]",11,Y,359.4849854,3869.464179,1.161525309,3.810778573,11,Y,8.689221427,7.189221427,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85860.39747,124001.8486,125638.5741,141710.9324,142197.4882,Y
6515,49,10105_29.325493_-94.7729193_0_60.52.jpg,svPbpyGsO-gkJYo35H-SKw,1.331050464,0.786594502,29.325493,-94.7729193,29.32554334,-94.77274451,"[2019, 9]",11,Y,368.2520142,3963.831692,1.331050464,4.366963465,11,Y,8.133036535,6.633036535,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85749.71581,123841.9992,125476.6148,141528.2544,142014.1831,Y
8842,5982,21612_29.2652304_-94.8757285_0_24.31.jpg,6CO85EjJ3hx1T0iFRksr8g,1.577107364,0.323841025,29.2652304,-94.8757285,29.26543147,-94.87564013,"[2020, 2]",12,Y,364.9830017,3928.644334,1.577107364,5.174236759,12,Y,8.325763241,6.825763241,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85745.66109,123836.1433,125470.6816,141521.5622,142007.4679,Y
6605,11094,5958_29.3002361_-94.783742_0_357.56.jpg,QdKQhgPGSizC5DAE5WJg7A,1.279732701,0.787444159,29.3002361,-94.783742,29.30040441,-94.78377359,"[2019, 8]",11,Y,365.1430054,3930.366599,1.279732701,4.1985981,11,Y,8.3014019,6.8014019,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85687.50185,123752.1481,125385.5778,141425.5715,141911.1476,Y
11370,7567,24804_29.2003751_-94.9410603_0_251.68.jpg,i-GD1UDnu1cHp_GegtpGLQ,1.891643019,0.551501221,29.2003751,-94.94106032,29.20035511,-94.94121273,"[2013, 7]",16,Y,320.2109985,3446.722502,1.891643019,6.206177884,16,Y,11.29382212,9.793822116,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85457.42461,123419.8645,125048.9084,141045.8334,141530.1057,Y
11544,7746,25102_29.1967985_-94.9474897_0_268.21.jpg,#NAME?,2.66819148,0.560948028,29.19679846,-94.94748973,29.19679437,-94.94762944,"[2013, 7]",17,Y,341.493988,3675.810695,2.66819148,8.753909055,17,Y,9.746090945,8.246090945,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85448.2297,123406.585,125035.4536,141030.6574,141514.8776,Y
11545,7758,25114_29.1967985_-94.9474897_0_268.21.jpg,#NAME?,2.66819148,0.560948028,29.19679846,-94.94748973,29.19679437,-94.94762944,"[2013, 7]",17,Y,341.493988,3675.810695,2.66819148,8.753909055,17,Y,9.746090945,8.246090945,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85448.2297,123406.585,125035.4536,141030.6574,141514.8776,Y
6406,105,10217_29.320923_-94.7728373_0_271.50.jpg,TFd9UWa20IhyOB4aIzdEOg,1.398534843,0.952118701,29.320923,-94.7728373,29.32089346,-94.77305066,"[2019, 10]",11,Y,369.598999,3978.330515,1.398534843,4.588368907,11,Y,7.911631093,6.411631093,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85270.43554,123149.81,124775.2893,140737.2116,141220.4242,Y
11127,8997,28380_29.1353092_-95.0494951_0_323.06.jpg,PgioROhPGXtiWxNp80GWLg,0.671662863,0.863066433,29.1353092,-95.0494951,29.13555432,-95.04970902,"[2021, 4]",15,Y,284.7829895,3065.378587,0.671662863,2.203618317,15,Y,14.29638168,12.79638168,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,85206.43321,123057.3761,124681.6354,140631.577,141114.4269,Y
6807,10837,5599_29.302916_-94.7780197_0_58.97.jpg,Vjx38oyVB_vLbVotyP0xnA,1.177628765,0.730928932,29.302916,-94.7780197,29.30297661,-94.77790529,"[2017, 5]",11,Y,356.0809937,3832.823917,1.177628765,3.863611434,11,Y,8.636388566,7.136388566,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84844.87954,122535.2108,124152.5779,140034.8396,140515.6407,Y
2396,2200,14058_29.2925908_-94.7911997_0_132.70.jpg,dDGmA0EO9DHoj3mEIAsuaA,-4.779523216,0.875083359,29.29259075,-94.79119971,29.29227864,-94.79091096,"[2019, 1]",10,Y,193.4730072,2082.526118,-4.779523216,-15.68085045,10,Y,27.18085045,25.68085045,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84718.93354,122353.3163,123968.2825,139826.9681,140307.0555,Y
6431,2572,14770_29.2904091_-94.8168258_0_73.20.jpg,dquTBwcU7E4BMXubpd4OxQ,1.383312596,0.660336147,29.2904091,-94.8168258,29.29044571,-94.81657993,"[2020, 3]",11,Y,365.7090149,3936.459075,1.383312596,4.538427152,11,Y,7.961572848,6.461572848,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84520.41993,122066.6177,123677.7997,139499.3253,139978.2877,Y
2323,9411,29470_29.2607338_-94.8415352_0_246.84.jpg,6AaYcvMC3RAvh45dcmbwfA,0.828864417,0.91523694,29.26073379,-94.84153515,29.2606698,-94.84170741,"[2021, 4]",10,Y,352.0570068,3789.510083,0.828864417,2.719371447,10,Y,8.780628553,7.280628553,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84432.66655,121939.882,123549.3912,139354.49,139832.9552,Y
6490,6551,22747_29.2537243_-94.850698_0_141.48.jpg,pd8KxaSbMiLQogL0W83-Vg,1.347186879,0.541388175,29.2537243,-94.850698,29.25346975,-94.85036616,"[2016, 11]",11,Y,363.1650085,3909.075618,1.347186879,4.419904459,11,Y,8.080095541,6.580095541,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84358.22531,121832.372,123440.4621,139231.6262,139709.6695,Y
6491,6553,22752_29.2537243_-94.850698_0_141.48.jpg,pd8KxaSbMiLQogL0W83-Vg,1.347186879,0.541388175,29.25372432,-94.85069804,29.25346977,-94.8503662,"[2016, 11]",11,Y,363.1650085,3909.075618,1.347186879,4.419904459,11,Y,8.080095541,6.580095541,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84358.22531,121832.372,123440.4621,139231.6262,139709.6695,Y
6492,6554,22754_29.2537243_-94.850698_0_141.48.jpg,pd8KxaSbMiLQogL0W83-Vg,1.347186879,0.541388175,29.25372432,-94.85069804,29.25346977,-94.8503662,"[2016, 11]",11,Y,363.1650085,3909.075618,1.347186879,4.419904459,11,Y,8.080095541,6.580095541,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84358.22531,121832.372,123440.4621,139231.6262,139709.6695,Y
6493,6565,22775_29.2537243_-94.850698_0_141.48.jpg,pd8KxaSbMiLQogL0W83-Vg,1.347186879,0.541388175,29.25372432,-94.85069804,29.25346977,-94.8503662,"[2016, 11]",11,Y,363.1650085,3909.075618,1.347186879,4.419904459,11,Y,8.080095541,6.580095541,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84358.22531,121832.372,123440.4621,139231.6262,139709.6695,Y
2306,7559,2478_29.2685329_-94.8409581_0_304.67.jpg,#NAME?,0.912171444,0.617922239,29.2685329,-94.8409581,29.26872624,-94.84118472,"[2021, 4]",10,Y,355.9140015,3831.026428,0.912171444,2.992688465,10,Y,8.507311535,7.007311535,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84310.59211,121763.5788,123370.761,139153.0085,139630.7819,Y
9440,10475,5113_29.3056117_-94.7859004_0_13.63.jpg,ETPakpOKKSIZaZwlUK3lTQ,-1.372164965,0.508188203,29.3056117,-94.7859004,29.30576721,-94.78589758,"[2021, 3]",12,Y,248.4839935,2674.659446,-1.372164965,-4.50185356,12,Y,18.00185356,16.50185356,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84256.73019,121685.79,123291.9454,139064.1104,139541.5786,Y
2154,7057,2398_29.2698443_-94.839677_0_300.63.jpg,AZLwbbG8D0NYqPX-t5ZlzA,1.167573264,0.660948029,29.2698443,-94.839677,29.26995045,-94.83989766,"[2020, 3]",10,Y,368.2730103,3964.057692,1.167573264,3.830620945,10,Y,7.669379055,6.169379055,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84244.29,121667.8236,123273.7418,139043.5781,139520.9758,Y
7471,788,11747_29.3022378_-94.7815377_0_43.76.jpg,vdxTMQqkbNXLJk_IMVozzg,0.425539929,0.700458989,29.3022378,-94.7815377,29.30253937,-94.78127848,"[2021, 3]",11,Y,318.0759888,3423.741449,0.425539929,1.396128376,11,Y,11.10387162,9.603871624,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84237.29509,121657.7213,123263.5063,139032.0332,139509.3912,Y
6833,6106,21837_29.2628016_-94.8425304_0_351.12.jpg,Qb-EKZg-2N1goDYvFCkwlQ,1.166905424,0.746038692,29.2628016,-94.8425304,29.26298752,-94.84260964,"[2020, 3]",11,Y,352.5690002,3795.021134,1.166905424,3.828429869,11,Y,8.671570131,7.171570131,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84141.57722,121519.4831,123123.4434,138874.0527,139350.8683,Y
8938,6589,22838_29.2517317_-94.8692459_0_155.01.jpg,CwvxXwZSk9Tq9I_qVLvAnw,1.436559788,0.507300212,29.2517317,-94.8692459,29.25145606,-94.86916657,"[2021, 3]",12,Y,350.7189941,3775.107834,1.436559788,4.713122664,12,Y,8.786877336,7.286877336,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84135.36522,121510.5115,123114.3534,138863.7999,139340.5803,Y
6242,8265,2606_29.2647485_-94.8464875_0_43.28.jpg,kU7vMqrwj6gHCGm2SgGHKg,1.474212392,0.803895117,29.2647485,-94.8464875,29.26491644,-94.84630789,"[2021, 4]",11,Y,367.5769958,3956.565854,1.474212392,4.836654829,11,Y,7.663345171,6.163345171,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84067.16811,121412.0195,123014.5613,138751.2419,139227.6358,Y
7377,756,11686_29.3028718_-94.7829892_0_88.43.jpg,wXE13eLw5PTPCNmKoECnBw,0.69077094,0.720052342,29.3028718,-94.7829892,29.30289555,-94.78281974,"[2019, 10]",11,Y,328.9020081,3540.271751,0.69077094,2.266308858,11,Y,10.23369114,8.733691142,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84023.7163,121349.2652,122950.9788,138679.5255,139155.6732,Y
10142,6817,23458_29.2250266_-94.9206734_0_224.93.jpg,NSme17hMpEePuwh7_JgRBg,1.314163067,0.767983574,29.2250266,-94.9206734,29.22481943,-94.92086897,"[2013, 7]",13,Y,329.1740112,3543.199568,1.314163067,4.311558619,13,Y,10.18844138,8.688441381,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,83932.87527,121218.0702,122818.0521,138529.5941,139005.227,Y
11690,7529,24729_29.2008369_-94.9399235_0_124.69.jpg,33-9vQtBzqiHacUyxDxSeg,1.867248107,0.512953864,29.2008369,-94.9399235,29.2007438,-94.93980135,"[2013, 7]",19,Y,279.1789856,3005.057591,1.867248107,6.126142083,19,Y,14.37385792,12.87385792,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,83762.54833,120972.0796,122568.8146,138248.4728,138723.1405,Y
11691,7537,24744_29.2008369_-94.9399235_0_124.69.jpg,33-9vQtBzqiHacUyxDxSeg,1.867248107,0.512953864,29.20083691,-94.93992348,29.20074381,-94.93980133,"[2013, 7]",19,Y,279.1789856,3005.057591,1.867248107,6.126142083,19,Y,14.37385792,12.87385792,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,83762.54833,120972.0796,122568.8146,138248.4728,138723.1405,Y
7235,5817,20871_29.2711591_-94.8403428_0_6.12.jpg,viRmQkd5HKp7aS0-jkS3Mg,0.862301122,0.638557317,29.2711591,-94.8403428,29.27152509,-94.84033597,"[2020, 3]",11,Y,334.0299988,3595.468984,0.862301122,2.829071923,11,Y,9.670928077,8.170928077,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,83310.35322,120319.0075,121907.1224,137502.1335,137974.2387,Y
6362,4674,18777_29.2801416_-94.8383946_0_47.84.jpg,vGNw15ONFxXXgu2PRbs9hA,1.416371181,0.385997188,29.2801416,-94.8383946,29.28042764,-94.8380169,"[2013, 7]",11,Y,361.7669983,3894.027561,1.416371181,4.646887077,11,Y,7.853112923,6.353112923,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,83292.60583,120293.3762,121881.1529,137472.8417,137944.8464,Y
2110,3490,16388_29.2866373_-94.8149282_0_253.11.jpg,ZEyc27nIv6ufrw-rEVrShg,1.206178476,0.743547783,29.2866373,-94.8149282,29.28660291,-94.81511686,"[2021, 4]",10,Y,364.4100037,3922.476635,1.206178476,3.957278465,10,Y,7.542721535,6.042721535,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82987.99958,119853.4558,121435.4259,136970.095,137440.3735,Y
6710,5619,20513_29.2737277_-94.837435_0_77.63.jpg,0Mp1A9nM6a3hANp18sV2gQ,1.217418972,0.430630582,29.2737277,-94.837435,29.27375207,-94.83725074,"[2020, 3]",11,Y,350.2900085,3770.490271,1.217418972,3.994156732,11,Y,8.505843268,7.005843268,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82972.81795,119831.5301,121413.2108,136945.038,137415.2305,Y
6460,8437,2694_29.2623588_-94.8461288_0_47.99.jpg,6Sl8oLV7ZavmBt3CatrbdQ,1.362616686,0.829917947,29.2623588,-94.8461288,29.26246085,-94.84601228,"[2021, 4]",11,Y,357.7730103,3851.036632,1.362616686,4.470527185,11,Y,8.029472815,6.529472815,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82910.78849,119741.9455,121322.4438,136842.6596,137312.5005,Y
8620,304,10709_29.3086573_-94.7799889_0_282.89.jpg,6JQPIthXpICMKDrBcksP5g,1.860477699,0.578746651,29.3086573,-94.7799889,29.30865639,-94.780172,"[2016, 5]",12,Y,365.42099,3933.358801,1.860477699,6.103929459,12,Y,7.396070541,5.896070541,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82785.61078,119561.1606,121139.2726,136636.0562,137105.1877,Y
2329,8567,2734_29.262193_-94.8439983_0_170.15.jpg,wD9jPERliMcs-Dj_iWFU6Q,0.7409777,0.75212226,29.262193,-94.8439983,29.26173322,-94.84394854,"[2020, 3]",10,Y,340.0700073,3660.483094,0.7409777,2.431029199,10,Y,9.068970801,7.568970801,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82613.33606,119312.3569,120887.1849,136351.7201,136819.8754,Y
7575,5445,20166_29.2751566_-94.8370083_0_265.53.jpg,J7F42eCgnb9alF5pckiHvg,-1.653864948,0.376140958,29.2751566,-94.8370083,29.27515161,-94.83746282,"[2013, 7]",11,Y,244.2129974,2628.686827,-1.653864948,-5.426066102,11,Y,17.9260661,16.4260661,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82609.28598,119306.5077,120881.2585,136345.0355,136813.1679,Y
